Municipality,FunctionArea,CostType,2017,2018,2019,2020,2021,2022,2023
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,89,87,144,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,7472,7663,8105,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,16108,16669,17842,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,29738,30739,32966,.,.,.,.
1429 Fjaler (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,640,1072,810,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,261,257,296,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,9691,9539,9599,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,14129,15895,15433,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,29271,31970,31617,.,.,.,.
1430 Gaular (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,686,720,707,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,0,0,0,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,9813,10188,10414,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,7450,8390,8828,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,23687,25613,26583,.,.,.,.
1431 Jølster (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,665,538,624,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,87,92,38,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,1670,1767,1937,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,20491,21058,22335,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,27883,28498,29968,.,.,.,.
1432 Førde (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,953,979,1008,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,104,152,157,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,5422,5794,6433,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,8863,9384,10562,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,18315,19463,21207,.,.,.,.
1433 Naustdal (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,808,1077,994,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,74,4,2,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,6474,7087,7305,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,13358,14729,14917,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,25812,28450,29179,.,.,.,.
1438 Bremanger (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,442,573,763,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,0,0,0,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,15466,16536,18462,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,15947,17148,18736,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,35200,38012,42059,.,.,.,.
1439 Vågsøy (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,569,564,696,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,136,141,152,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,6773,6901,7623,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,14602,15656,16900,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,24414,25857,28145,.,.,.,.
1441 Selje (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,347,399,439,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,113,95,78,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,9883,10622,10831,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,15770,16095,17837,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,28379,29731,32215,.,.,.,.
1443 Eid (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,404,533,629,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,271,238,334,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,6821,6429,6775,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,12555,14099,14619,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,21955,23454,24963,.,.,.,.
1444 Hornindal (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,682,693,742,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,306,324,335,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,15774,17023,17795,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,11996,12750,13151,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,31284,33521,34874,.,.,.,.
1445 Gloppen (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,653,690,729,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,80,86,69,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,4123,4686,4679,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,18932,20186,21165,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,26878,28734,29957,.,.,.,.
1449 Stryn (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,555,639,689,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,137,115,156,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,8084,8692,8772,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,10992,11749,12249,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,21942,23525,24338,.,.,.,.
1502 Molde (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,783,890,901,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,136,118,237,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,9062,9273,10493,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,10030,10903,11956,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,22388,23799,26304,.,.,.,.
1504 Ålesund (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,504,621,630,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,123,234,258,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,7531,8196,8689,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,8948,9890,11023,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,18580,20562,22342,.,.,.,.
1505 Kristiansund,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,718,788,759,782,1151,1153,1134
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,138,187,234,374,387,339,365
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,6825,7721,7411,7349,7841,8781,9687
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,12581,13759,13969,13675,15115,16619,18849
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,22682,25095,25238,25049,27638,29801,33589
1506 Molde,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,695,824,828,1019
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,258,274,240,574
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,11395,12932,13349,13804
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,12159,13656,14524,16625
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,27444,31568,32894,36158
1507 Ålesund (2020-2023),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,706,872,889,940
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,225,379,357,346
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,8867,9333,8931,10138
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,11727,13825,14433,16467
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,23934,27111,27351,30842
1508 Ålesund,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,.,.,.,.
1511 Vanylven,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,610,672,706,929,1064,665,429
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,220,261,423,250,278,350,304
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,11040,11872,13047,12356,13428,13710,15645
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,17161,18272,21128,20970,24801,25551,28516
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,31532,33746,37919,37555,42982,43591,48684
1514 Sande,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,338,390,616,548,820,1061,1461
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,100,105,72,0,0,0,0
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,11942,11892,12091,11428,12978,13921,15350
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,16397,18819,20978,20820,24116,25537,27682
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,34575,37513,40081,38634,43743,46160,51210
1515 Herøy (Møre og Romsdal),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,631,761,751,802,940,821,751
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,0,35,74,73,83,1,23
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,9118,9821,10229,10065,11571,11562,12862
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,8050,8852,9945,9822,10899,11348,13308
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,20333,21969,23570,23958,26293,27015,30635
1516 Ulstein,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,819,997,1095,1125,1028,1374,1720
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,140,205,234,393,630,443,500
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,4543,4590,4967,6084,6475,6063,6502
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,9276,9626,11197,10868,11950,13934,15404
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,16304,16906,18750,20160,21758,23550,25939
1517 Hareid,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,738,580,602,720,897,861,993
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,190,180,203,220,200,252,429
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,7971,8365,8942,8792,9784,10237,11251
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,9598,10469,10609,10092,11637,12670,14979
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,19445,20845,21791,21563,24106,26179,30047
1519 Volda (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,744,889,872,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,28,72,98,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,7199,7122,7771,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,11618,12855,13984,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,23450,24919,27239,.,.,.,.
1520 Ørsta,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,597,676,650,683,760,861,838
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,70,71,116,280,383,375,88
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,8189,8558,9308,9295,9489,10600,11851
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,10419,11006,11957,11840,15035,13459,15346
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,21369,22706,24542,24544,27946,28146,31487
1523 Ørskog (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,472,489,571,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,209,505,441,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,7431,8084,8381,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,12260,13182,13768,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,25765,27748,28243,.,.,.,.
1524 Norddal (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,430,773,566,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,90,106,199,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,15395,16772,17457,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,15696,16064,17215,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,35347,37495,39011,.,.,.,.
1525 Stranda,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,485,600,737,707,698,865,863
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,0,0,229,916,292,101,144
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,7456,7961,7961,8564,9409,9192,10324
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,13708,15921,16563,16152,19076,18919,21950
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,25278,27934,29604,30203,34734,34314,38553
1526 Stordal (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,369,488,648,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,0,0,134,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,15076,15903,16350,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,16224,15757,18192,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,38332,38978,41099,.,.,.,.
1528 Sykkylven,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,712,861,858,805,903,973,985
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,86,126,108,118,134,174,264
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,3641,3835,4336,5625,5020,7394,7952
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,13563,14299,15275,14727,17067,14802,17060
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,19231,20379,21790,22501,25734,26737,31018
1529 Skodje (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,508,582,585,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,224,147,244,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,5255,5439,5941,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,11123,11712,12773,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,21243,22290,24123,.,.,.,.
1531 Sula,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,690,842,919,929,978,993,1112
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,28,30,33,69,93,72,93
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,2108,2606,2620,2529,2888,3187,2485
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,13842,15327,16226,16270,17504,18048,23613
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,18895,21140,22223,22211,24310,25950,30584
1532 Giske,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,702,766,861,817,806,817,1041
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,0,0,0,50,872,368,40
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,832,887,899,899,972,1045,1220
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,14730,15612,16335,16180,18337,21071,20574
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,18215,19481,20728,20230,23458,25984,25538
1534 Haram (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,525,584,658,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,262,264,278,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,7082,7235,7334,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,11012,12383,14307,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,20867,22675,25184,.,.,.,.
1535 Vestnes,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,714,765,752,714,701,746,785
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,456,623,716,768,943,1219,1116
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,13575,13489,14983,14975,15942,16255,16496
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,21880,25186,25669,25119,26013,26487,29286
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,39545,43082,45157,44403,46596,48154,51651
1539 Rauma,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,681,788,973,829,763,782,947
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,181,226,279,209,257,230,328
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,11309,12493,12057,10849,10449,9335,9286
