Name,Year,Municipality,Revenue,TotalRevenue,MarketShare,SharePct
NORDISK VÅRDINSATS AS,2022,BÆRUM,16879199,149723506,0.1127,11.27
RANDSTAD CARE AS,2022,BÆRUM,12189172,149723506,0.0814,8.14
PACURAMED AS,2022,BÆRUM,9844134,149723506,0.0657,6.57
MANPOWER AS,2022,BÆRUM,8596513,149723506,0.0574,5.74
KOOPERATIV BEMANNING AS,2022,BÆRUM,7527141,149723506,0.0503,5.03
DIN HELSEVIKAR AS,2022,BÆRUM,6149307,149723506,0.0411,4.11
DEDICARE DOCTOR AS,2022,BÆRUM,5865560,149723506,0.0392,3.92
GLASSPAPER PEOPLE AS,2022,BÆRUM,5553768,149723506,0.0371,3.71
ADECCO NORGE AS,2022,BÆRUM,4332062,149723506,0.0289,2.89
NORDIC CARE AS,2022,BÆRUM,2780104,149723506,0.0186,1.86
KONSTALI HELSENOR AS,2022,BÆRUM,2473856,149723506,0.0165,1.65
HELSELEVERANDØREN AS,2022,BÆRUM,1243461,149723506,0.0083,0.83
CENTRIC CARE AS,2022,BÆRUM,895415,149723506,0.006,0.6
BEMANNINGSHJELPEN AS,2022,BÆRUM,522409,149723506,0.0035,0.35
START MEDICAL AS,2022,BÆRUM,468707,149723506,0.0031,0.31
JOBZONE NORGE AS,2022,BÆRUM,351100,149723506,0.0023,0.23
REFLEKT OPPVEKST AS,2022,BÆRUM,113780,149723506,8e-4,0.08
TEMP TEAM AS,2022,BÆRUM,120520,149723506,8e-4,0.08
SPARTACUS HELSE AS,2022,BÆRUM,65976,149723506,4e-4,0.04
LENAS HELSEPERSONELL AS,2022,BÆRUM,6083,149723506,0,0
KLETOR AS,2022,BØMLO,10480873,11073550,0.9465,94.65
DIN HELSEVIKAR AS,2022,BØMLO,567698,11073550,0.0513,5.13
SEIE AS,2022,BØMLO,24979,11073550,0.0023,0.23
START MEDICAL AS,2022,DRAMMEN,7752230,42036727,0.1844,18.44
PERSONALHUSET STAFFING GROUP AS,2022,DRAMMEN,5924874,42036727,0.1409,14.09
HELSELEVERANDØREN AS,2022,DRAMMEN,5346329,42036727,0.1272,12.72
ETHOS BEMANNING AS,2022,DRAMMEN,5292340,42036727,0.1259,12.59
ECURA CARE AS,2022,DRAMMEN,5091954,42036727,0.1211,12.11
MANPOWER AS,2022,DRAMMEN,3613478,42036727,0.086,8.6
PEDAGOGHUSET AS,2022,DRAMMEN,1460173,42036727,0.0347,3.47
DEDICARE AS,2022,DRAMMEN,1451331,42036727,0.0345,3.45
RANDSTAD CARE AS,2022,DRAMMEN,1262510,42036727,0.03,3
PACURAMED AS,2022,DRAMMEN,1195620,42036727,0.0284,2.84
ADECCO NORGE AS,2022,DRAMMEN,861431,42036727,0.0205,2.05
ALVENS AS,2022,DRAMMEN,742653,42036727,0.0177,1.77
NORDISK VÅRDINSATS AS,2022,DRAMMEN,727604,42036727,0.0173,1.73
GLASSPAPER PEOPLE AS,2022,DRAMMEN,716902,42036727,0.0171,1.71
DIN HELSEVIKAR AS,2022,DRAMMEN,325333,42036727,0.0077,0.77
KONSTALI HELSENOR AS,2022,DRAMMEN,159404,42036727,0.0038,0.38
SPARTACUS HELSE AS,2022,DRAMMEN,108980,42036727,0.0026,0.26
NORDIC CARE AS,2022,DRAMMEN,3581,42036727,1e-4,0.01
ASFALTSPESIALISTEN AS,2022,DYRØY,1784438,1784438,1,100
EMPLOI HELSE AS,2022,DØNNA,1930663,3299756,0.5851,58.51
ECURA CARE AS,2022,DØNNA,915672,3299756,0.2775,27.75
FOCUS CARE NORGE AS,2022,DØNNA,286380,3299756,0.0868,8.68
HELSE PERSONAL AS,2022,DØNNA,167041,3299756,0.0506,5.06
FOCUS CARE NORGE AS,2022,EIDFJORD,2382666,3083148,0.7728,77.28
ECURA CARE AS,2022,EIDFJORD,700482,3083148,0.2272,22.72
HELSE PERSONAL AS,2022,EIDSKOG,211719,216867,0.9763,97.63
SPARTACUS HELSE AS,2022,EIDSKOG,5148,216867,0.0237,2.37
KONSTALI HELSENOR AS,2022,EIDSVOLL,7652523,30829271,0.2482,24.82
DEDICARE AS,2022,EIDSVOLL,5771832,30829271,0.1872,18.72
NORDISK VÅRDINSATS AS,2022,EIDSVOLL,3534589,30829271,0.1147,11.47
VACANT HELSE AS,2022,EIDSVOLL,3137089,30829271,0.1018,10.18
LÄKARLEASING SVERIGE,2022,EIDSVOLL,2551267,30829271,0.0828,8.28
BONLIVA AS,2022,EIDSVOLL,2493161,30829271,0.0809,8.09
DEDICARE DOCTOR AS,2022,EIDSVOLL,2409556,30829271,0.0782,7.82
KOOPERATIV BEMANNING AS,2022,EIDSVOLL,893324,30829271,0.029,2.9
ADECCO NORGE AS,2022,EIDSVOLL,693249,30829271,0.0225,2.25
QUALITY HEALTH CARE AS,2022,EIDSVOLL,665379,30829271,0.0216,2.16
SEIE AS,2022,EIDSVOLL,548262,30829271,0.0178,1.78
CENTRIC CARE AS,2022,EIDSVOLL,265104,30829271,0.0086,0.86
ECURA CARE AS,2022,EIDSVOLL,140735,30829271,0.0046,0.46
REFLEKT OPPVEKST AS,2022,EIDSVOLL,42608,30829271,0.0014,0.14
PERSONALHUSET STAFFING GROUP AS,2022,EIDSVOLL,25445,30829271,8e-4,0.08
SPARTACUS HELSE AS,2022,EIDSVOLL,5148,30829271,2e-4,0.02
HELSE PERSONAL AS,2022,ELVERUM,2981912,9259309,0.322,32.2
ECURA CARE AS,2022,ELVERUM,2310405,9259309,0.2495,24.95
DIN HELSEVIKAR AS,2022,ELVERUM,1585086,9259309,0.1712,17.12
WORKNORWAY GROUP AS,2022,ELVERUM,1007867,9259309,0.1088,10.88
RANDSTAD CARE AS,2022,ELVERUM,885197,9259309,0.0956,9.56
HELSEBEMANNING AS,2022,ELVERUM,395757,9259309,0.0427,4.27
KONSTALI HELSENOR AS,2022,ELVERUM,93085,9259309,0.0101,1.01
DEDICARE AS,2022,ENEBAKK,3709026,17680515,0.2098,20.98
HELSELEVERANDØREN AS,2022,ENEBAKK,2932462,17680515,0.1659,16.59
NORDISK VÅRDINSATS AS,2022,ENEBAKK,2742965,17680515,0.1551,15.51
KOOPERATIV BEMANNING AS,2022,ENEBAKK,2488202,17680515,0.1407,14.07
KONSTALI HELSENOR AS,2022,ENEBAKK,2100862,17680515,0.1188,11.88
BRAGEVA AS,2022,ENEBAKK,1254761,17680515,0.071,7.1
PERSONALHUSET STAFFING GROUP AS,2022,ENEBAKK,1210080,17680515,0.0684,6.84
DEDICARE DOCTOR AS,2022,ENEBAKK,979965,17680515,0.0554,5.54
HELSE PERSONAL AS,2022,ENEBAKK,262192,17680515,0.0148,1.48
WORKNORWAY GROUP AS,2022,ENGERDAL,1221670,1451411,0.8417,84.17
DEDICARE DOCTOR AS,2022,ENGERDAL,229741,1451411,0.1583,15.83
ECURA CARE AS,2022,ETNE,3055395,4366816,0.6997,69.97
KONSTALI HELSENOR AS,2022,ETNE,1246921,4366816,0.2855,28.55
PERSONALHUSET STAFFING GROUP AS,2022,ETNE,64500,4366816,0.0148,1.48
SEIE AS,2022,ETNEDAL,474406,562486,0.8434,84.34
DEDICARE DOCTOR AS,2022,ETNEDAL,88080,562486,0.1566,15.66
ECURA CARE AS,2022,EVJE OG HORNNES,8000,8000,1,100
START MEDICAL AS,2022,FARSUND,4040029,10027376,0.4029,40.29
BONLIVA AS,2022,FARSUND,1161035,10027376,0.1158,11.58
VIKTEAM LÆGEVIKARBUREAU,2022,FARSUND,1110785,10027376,0.1108,11.08
HELSELEVERANDØREN AS,2022,FARSUND,904500,10027376,0.0902,9.02
NYE LEGER AS,2022,FARSUND,853363,10027376,0.0851,8.51
KOOPERATIV BEMANNING AS,2022,FARSUND,560771,10027376,0.0559,5.59
DIN HELSEVIKAR AS,2022,FARSUND,480328,10027376,0.0479,4.79
WORKNORWAY GROUP AS,2022,FARSUND,401991,10027376,0.0401,4.01
NORDIC NURSE AS,2022,FARSUND,252307,10027376,0.0252,2.52
NORDISK VÅRDINSATS AS,2022,FARSUND,216268,10027376,0.0216,2.16
ECURA CARE AS,2022,FARSUND,45999,10027376,0.0046,0.46
ECURA CARE AS,2022,FAUSKE,2301540,4799445,0.4795,47.95
KOOPERATIV BEMANNING AS,2022,FAUSKE,1230199,4799445,0.2563,25.63
MANPOWER AS,2022,FAUSKE,1055959,4799445,0.22,22
DEDICARE AS,2022,FAUSKE,211747,4799445,0.0441,4.41
VACANT HELSE AS,2022,FEDJE,374247,374247,1,100
KLETOR AS,2022,FITJAR,4813291,5811499,0.8282,82.82
RANDSTAD CARE AS,2022,FITJAR,822482,5811499,0.1415,14.15
SEIE AS,2022,FITJAR,175726,5811499,0.0302,3.02
AUWI AS,2022,FJALER,7533441,7976381,0.9445,94.45
RANDSTAD CARE AS,2022,FJALER,230000,7976381,0.0288,2.88
VIKTEAM LÆGEVIKARBUREAU,2022,FJALER,145250,7976381,0.0182,1.82
INN PÅ TUNET NORGE SA,2022,FJALER,67690,7976381,0.0085,0.85
DEDICARE AS,2022,FJORD,1060458,3240810,0.3272,32.72
ADECCO NORGE AS,2022,FJORD,918241,3240810,0.2833,28.33
DIN HELSEVIKAR AS,2022,FJORD,810402,3240810,0.2501,25.01
KONSTALI HELSENOR AS,2022,FJORD,295337,3240810,0.0911,9.11
SEIE AS,2022,FJORD,156372,3240810,0.0483,4.83
KLETOR AS,2022,FLAKSTAD,413048,413048,1,100
KOOPERATIV BEMANNING AS,2022,FLATANGER,5168986,5395313,0.9581,95.81
FREMOGRUPPEN AS,2022,FLATANGER,226327,5395313,0.0419,4.19
ECURA CARE AS,2022,FLEKKEFJORD,16753074,22727190,0.7371,73.71
KONSTALI HELSENOR AS,2022,FLEKKEFJORD,3584080,22727190,0.1577,15.77
HELSELEVERANDØREN AS,2022,FLEKKEFJORD,1691207,22727190,0.0744,7.44
NORDIC CARE AS,2022,FLEKKEFJORD,332165,22727190,0.0146,1.46
DIN HELSEVIKAR AS,2022,FLEKKEFJORD,285417,22727190,0.0126,1.26
INN PÅ TUNET NORGE SA,2022,FLEKKEFJORD,81247,22727190,0.0036,0.36
DIN HELSEVIKAR AS,2022,FLESBERG,1931155,1931155,1,100
ECURA CARE AS,2022,FLÅ,668266,668266,1,100
KONSTALI HELSENOR AS,2022,FOLLDAL,953864,1600973,0.5958,59.58
DEDICARE DOCTOR AS,2022,FOLLDAL,334309,1600973,0.2088,20.88
LÄKARLEASING SVERIGE,2022,FOLLDAL,312800,1600973,0.1954,19.54
DEDICARE DOCTOR AS,2022,FREDRIKSTAD,14500351,45763887,0.3169,31.69
ECURA CARE AS,2022,FREDRIKSTAD,12296406,45763887,0.2687,26.87
FOCUS CARE NORGE AS,2022,FREDRIKSTAD,2983477,45763887,0.0652,6.52
KOOPERATIV BEMANNING AS,2022,FREDRIKSTAD,2702511,45763887,0.0591,5.91
LÄKARLEASING SVERIGE,2022,FREDRIKSTAD,2654022,45763887,0.058,5.8
QUALITY HEALTH CARE AS,2022,FREDRIKSTAD,2157545,45763887,0.0471,4.71
KLETOR AS,2022,FREDRIKSTAD,1972771,45763887,0.0431,4.31
NORDISK VÅRDINSATS AS,2022,FREDRIKSTAD,1809988,45763887,0.0396,3.96
PERSONALHUSET STAFFING GROUP AS,2022,FREDRIKSTAD,1612438,45763887,0.0352,3.52
NORDIC CARE AS,2022,FREDRIKSTAD,1233714,45763887,0.027,2.7
WRK MEDIC AS,2022,FREDRIKSTAD,1187733,45763887,0.026,2.6
KONSTALI HELSENOR AS,2022,FREDRIKSTAD,211149,45763887,0.0046,0.46
INN PÅ TUNET NORGE SA,2022,FREDRIKSTAD,191105,45763887,0.0042,0.42
ADECCO NORGE AS,2022,FREDRIKSTAD,135454,45763887,0.003,0.3
PACURAMED AS,2022,FREDRIKSTAD,61466,45763887,0.0013,0.13
RANDSTAD CARE AS,2022,FREDRIKSTAD,24201,45763887,5e-4,0.05
SPARTACUS HELSE AS,2022,FREDRIKSTAD,24668,45763887,5e-4,0.05
BEMANNINGSHJELPEN AS,2022,FREDRIKSTAD,4888,45763887,1e-4,0.01
ECURA CARE AS,2022,FROGN,6296327,11033228,0.5707,57.07
VACANT HELSE AS,2022,FROGN,1792098,11033228,0.1624,16.24
NORDIC CARE AS,2022,FROGN,1274997,11033228,0.1156,11.56
RANDSTAD CARE AS,2022,FROGN,668053,11033228,0.0605,6.05
KOOPERATIV BEMANNING AS,2022,FROGN,335999,11033228,0.0305,3.05
INN PÅ TUNET NORGE SA,2022,FROGN,318972,11033228,0.0289,2.89
LENAS HELSEPERSONELL AS,2022,FROGN,200218,11033228,0.0181,1.81
ADECCO NORGE AS,2022,FROGN,146564,11033228,0.0133,1.33
NORDIC NURSE AS,2022,FROLAND,471610,772305,0.6107,61.07
INN PÅ TUNET NORGE SA,2022,FROLAND,300695,772305,0.3893,38.93
DEDICARE DOCTOR AS,2022,FROSTA,817948,817948,1,100
FOCUS CARE NORGE AS,2022,FRØYA,10427341,22501747,0.4634,46.34
KONSTALI HELSENOR AS,2022,FRØYA,4764412,22501747,0.2117,21.17
DEDICARE AS,2022,FRØYA,4538787,22501747,0.2017,20.17
VIKTEAM LÆGEVIKARBUREAU,2022,FRØYA,900479,22501747,0.04,4
BONLIVA AS,2022,FRØYA,724117,22501747,0.0322,3.22
KLETOR AS,2022,FRØYA,458425,22501747,0.0204,2.04
DIN HELSEVIKAR AS,2022,FRØYA,417581,22501747,0.0186,1.86
FREMOGRUPPEN AS,2022,FRØYA,270605,22501747,0.012,1.2
RANDSTAD CARE AS,2022,FÆRDER,2242716,3279620,0.6838,68.38
MANPOWER AS,2022,FÆRDER,623104,3279620,0.19,19
NORDIC CARE AS,2022,FÆRDER,390251,3279620,0.119,11.9
DEDICARE AS,2022,FÆRDER,23549,3279620,0.0072,0.72
HELSELEVERANDØREN AS,2022,GAMVIK,1176845,2233116,0.527,52.7
ECURA CARE AS,2022,GAMVIK,1056271,2233116,0.473,47.3
NYE LEGER AS,2022,GAUSDAL,516000,605707,0.8519,85.19
INN PÅ TUNET NORGE SA,2022,GAUSDAL,59214,605707,0.0978,9.78
DEDICARE AS,2022,GAUSDAL,30493,605707,0.0503,5.03
DEDICARE DOCTOR AS,2022,GISKE,529200,529200,1,100
FREMOGRUPPEN AS,2022,GJEMNES,92692,92692,1,100
VIKTEAM LÆGEVIKARBUREAU,2022,GJERDRUM,1165352,3609713,0.3228,32.28
PACURAMED AS,2022,GJERDRUM,979396,3609713,0.2713,27.13
VACANT HELSE AS,2022,GJERDRUM,853266,3609713,0.2364,23.64
LÄKARLEASING SVERIGE,2022,GJERDRUM,199795,3609713,0.0553,5.53
DEDICARE AS,2022,GJERDRUM,139053,3609713,0.0385,3.85
RANDSTAD CARE AS,2022,GJERDRUM,122080,3609713,0.0338,3.38
INN PÅ TUNET NORGE SA,2022,GJERDRUM,94120,3609713,0.0261,2.61
NORDIC CARE AS,2022,GJERDRUM,56651,3609713,0.0157,1.57
DIN HELSEVIKAR AS,2022,GJERSTAD,1055469,1611259,0.6551,65.51
BONLIVA AS,2022,GJERSTAD,396514,1611259,0.2461,24.61
KONSTALI HELSENOR AS,2022,GJERSTAD,148776,1611259,0.0923,9.23
ECURA CARE AS,2022,GJERSTAD,10500,1611259,0.0065,0.65
SCANDINAVIAN CARE HIREMENT GROUP AS,2022,GJESDAL,1907133,3655762,0.5217,52.17
NORDIC NURSE AS,2022,GJESDAL,1416371,3655762,0.3874,38.74
VIVA BEMANNING,2022,GJESDAL,280953,3655762,0.0769,7.69
ECURA CARE AS,2022,GJESDAL,51305,3655762,0.014,1.4
KLETOR AS,2022,GJØVIK,17248800,28285405,0.6098,60.98
HELSELEVERANDØREN AS,2022,GJØVIK,4525815,28285405,0.16,16
RANDSTAD CARE AS,2022,GJØVIK,2579723,28285405,0.0912,9.12
DEDICARE DOCTOR AS,2022,GJØVIK,1247141,28285405,0.0441,4.41
ECURA CARE AS,2022,GJØVIK,950558,28285405,0.0336,3.36
FOCUS CARE NORGE AS,2022,GJØVIK,776668,28285405,0.0275,2.75
INNLEIE OG REKRUTTERING AS,2022,GJØVIK,566714,28285405,0.02,2
DIN HELSEVIKAR AS,2022,GJØVIK,342486,28285405,0.0121,1.21
INN PÅ TUNET NORGE SA,2022,GJØVIK,47500,28285405,0.0017,0.17
ECURA CARE AS,2022,GLOPPEN,448549,1051335,0.4266,42.66
DEDICARE AS,2022,GLOPPEN,325486,1051335,0.3096,30.96
RANDSTAD CARE AS,2022,GLOPPEN,277300,1051335,0.2638,26.38
CENTRIC CARE AS,2022,GOL,5740361,14718585,0.39,39
ECURA CARE AS,2022,GOL,3628901,14718585,0.2466,24.66
DEDICARE AS,2022,GOL,2911539,14718585,0.1978,19.78
SEIE AS,2022,GOL,1798084,14718585,0.1222,12.22
NORDLYS VIKAR AS,2022,GOL,545750,14718585,0.0371,3.71
RANDSTAD CARE AS,2022,GOL,93950,14718585,0.0064,0.64
KLETOR AS,2022,GRAN,1975152,5349653,0.3692,36.92
BRAGEVA AS,2022,GRAN,1578527,5349653,0.2951,29.51
NYE LEGER AS,2022,GRAN,769125,5349653,0.1438,14.38
DEDICARE AS,2022,GRAN,421783,5349653,0.0788,7.88
DEDICARE DOCTOR AS,2022,GRAN,412310,5349653,0.0771,7.71
DIN HELSEVIKAR AS,2022,GRAN,187608,5349653,0.0351,3.51
SPARTACUS HELSE AS,2022,GRAN,5148,5349653,0.001,0.1
KLETOR AS,2022,GRANE,950128,1417928,0.6701,67.01
NYE LEGER AS,2022,GRANE,467800,1417928,0.3299,32.99
ECURA CARE AS,2022,GRATANGEN,2658363,4131249,0.6435,64.35
NORDIC NURSE AS,2022,GRATANGEN,1070358,4131249,0.2591,25.91
QUALITY HEALTH CARE AS,2022,GRATANGEN,402528,4131249,0.0974,9.74
DEDICARE DOCTOR AS,2022,GRIMSTAD,5664144,7244316,0.7819,78.19
ECURA CARE AS,2022,GRIMSTAD,1190844,7244316,0.1644,16.44
KONSTALI HELSENOR AS,2022,GRIMSTAD,226585,7244316,0.0313,3.13
ACTIVEPEOPLE AS,2022,GRIMSTAD,162743,7244316,0.0225,2.25
ECURA CARE AS,2022,GRONG,1768606,1973047,0.8964,89.64
WORKNORWAY GROUP AS,2022,GRONG,135525,1973047,0.0687,6.87
INN PÅ TUNET NORGE SA,2022,GRONG,68916,1973047,0.0349,3.49
ECURA CARE AS,2022,GRUE,36498,36498,1,100
FOCUS CARE NORGE AS,2022,GULEN,708373,1831602,0.3868,38.68
PACURAMED AS,2022,GULEN,429247,1831602,0.2344,23.44
ECURA CARE AS,2022,GULEN,346348,1831602,0.1891,18.91
SEIE AS,2022,GULEN,178834,1831602,0.0976,9.76
CENTRIC CARE AS,2022,GULEN,158083,1831602,0.0863,8.63
DEDICARE AS,2022,GULEN,10717,1831602,0.0059,0.59
DEDICARE AS,2022,HADSEL,964422,1623829,0.5939,59.39
EMPLOI HELSE AS,2022,HADSEL,332217,1623829,0.2046,20.46
DEDICARE DOCTOR AS,2022,HADSEL,206032,1623829,0.1269,12.69
VIKAR I NORGE AS,2022,HADSEL,121158,1623829,0.0746,7.46
PERSONALHUSET STAFFING GROUP AS,2022,HALDEN,15480273,57056304,0.2713,27.13
DEDICARE AS,2022,HALDEN,12647905,57056304,0.2217,22.17
NORDISK VÅRDINSATS AS,2022,HALDEN,9915766,57056304,0.1738,17.38
KOOPERATIV BEMANNING AS,2022,HALDEN,6917836,57056304,0.1212,12.12
NORDIC CARE AS,2022,HALDEN,2090763,57056304,0.0366,3.66
ECURA CARE AS,2022,HALDEN,1868543,57056304,0.0327,3.27
HELSELEVERANDØREN AS,2022,HALDEN,1406283,57056304,0.0246,2.46
START MEDICAL AS,2022,HALDEN,1130211,57056304,0.0198,1.98
BONLIVA AS,2022,HALDEN,1109172,57056304,0.0194,1.94
PEDAGOGHUSET AS,2022,HALDEN,993548,57056304,0.0174,1.74
LENAS HELSEPERSONELL AS,2022,HALDEN,762318,57056304,0.0134,1.34
JOBZONE NORGE AS,2022,HALDEN,569525,57056304,0.01,1
MANPOWER AS,2022,HALDEN,554480,57056304,0.0097,0.97
HELSE PERSONAL AS,2022,HALDEN,510850,57056304,0.009,0.9
NORDIC NURSE AS,2022,HALDEN,327490,57056304,0.0057,0.57
NORDLYS VIKAR AS,2022,HALDEN,326235,57056304,0.0057,0.57
INN PÅ TUNET NORGE SA,2022,HALDEN,206461,57056304,0.0036,0.36
PEOPLE4YOU AS,2022,HALDEN,109501,57056304,0.0019,0.19
SPARTACUS HELSE AS,2022,HALDEN,107032,57056304,0.0019,0.19
BEMANNINGSHJELPEN AS,2022,HALDEN,17336,57056304,3e-4,0.03
GAMMEL NOK AS,2022,HALDEN,4776,57056304,1e-4,0.01
DEDICARE AS,2022,HAMAR,732512,1241899,0.5898,58.98
ECURA CARE AS,2022,HAMAR,428387,1241899,0.3449,34.49
WRK MEDIC AS,2022,HAMAR,81000,1241899,0.0652,6.52
FOCUS CARE NORGE AS,2022,HAMARØY,11895831,25141315,0.4732,47.32
EMPLOI HELSE AS,2022,HAMARØY,3264858,25141315,0.1299,12.99
ECURA CARE AS,2022,HAMARØY,2032921,25141315,0.0809,8.09
KONSTALI HELSENOR AS,2022,HAMARØY,1871141,25141315,0.0744,7.44
VACANT HELSE AS,2022,HAMARØY,1690469,25141315,0.0672,6.72
DEDICARE AS,2022,HAMARØY,1556023,25141315,0.0619,6.19
KLETOR AS,2022,HAMARØY,1107576,25141315,0.0441,4.41
WORKNORWAY GROUP AS,2022,HAMARØY,798382,25141315,0.0318,3.18
DEDICARE DOCTOR AS,2022,HAMARØY,505266,25141315,0.0201,2.01
KOOPERATIV BEMANNING AS,2022,HAMARØY,310948,25141315,0.0124,1.24
PERSONALHUSET STAFFING GROUP AS,2022,HAMARØY,107900,25141315,0.0043,0.43
FOCUS CARE NORGE AS,2022,HAMMERFEST,19137589,43650828,0.4384,43.84
ECURA CARE AS,2022,HAMMERFEST,9284901,43650828,0.2127,21.27
KONSTALI HELSENOR AS,2022,HAMMERFEST,6682208,43650828,0.15310000000000001,15.31
RANDSTAD CARE AS,2022,HAMMERFEST,2355810,43650828,0.054,5.4
LÄKARLEASING SVERIGE,2022,HAMMERFEST,2135150,43650828,0.0489,4.89
KLETOR AS,2022,HAMMERFEST,1404800,43650828,0.0322,3.22
VACANT HELSE AS,2022,HAMMERFEST,1080934,43650828,0.0248,2.48
BONLIVA AS,2022,HAMMERFEST,492015,43650828,0.0113,1.13
DEDICARE DOCTOR AS,2022,HAMMERFEST,355784,43650828,0.0082,0.82
PACURAMED AS,2022,HAMMERFEST,336665,43650828,0.0077,0.77
DEDICARE AS,2022,HAMMERFEST,199338,43650828,0.0046,0.46
NORDLYS VIKAR AS,2022,HAMMERFEST,124913,43650828,0.0029,0.29
SCANDINAVIAN CARE HIREMENT GROUP AS,2022,HAMMERFEST,60721,43650828,0.0014,0.14
DEDICARE DOCTOR AS,2022,HAREID,758323,1141587,0.6643,66.43
CENTRIC CARE AS,2022,HAREID,383264,1141587,0.3357,33.57
KOOPERATIV BEMANNING AS,2022,HARSTAD,10872468,22025452,0.4936,49.36
ECURA CARE AS,2022,HARSTAD,3729574,22025452,0.1693,16.93
VACANT HELSE AS,2022,HARSTAD,2509256,22025452,0.1139,11.39
KLETOR AS,2022,HARSTAD,2353159,22025452,0.1068,10.68
VIKTEAM LÆGEVIKARBUREAU,2022,HARSTAD,1393891,22025452,0.0633,6.33
NORDLYS VIKAR AS,2022,HARSTAD,614122,22025452,0.0279,2.79
KONSTALI HELSENOR AS,2022,HARSTAD,552982,22025452,0.0251,2.51
BONLIVA AS,2022,HASVIK,1424707,1961588,0.7263,72.63
DEDICARE DOCTOR AS,2022,HASVIK,370951,1961588,0.1891,18.91
LÄKARLEASING SVERIGE,2022,HASVIK,165930,1961588,0.0846,8.46
ECURA CARE AS,2022,HATTFJELLDAL,1770975,4334777,0.4086,40.86
WORKNORWAY GROUP AS,2022,HATTFJELLDAL,1233506,4334777,0.2846,28.46
PERSONALHUSET STAFFING GROUP AS,2022,HATTFJELLDAL,644750,4334777,0.1487,14.87
BONLIVA AS,2022,HATTFJELLDAL,576141,4334777,0.1329,13.29
FREMOGRUPPEN AS,2022,HATTFJELLDAL,109405,4334777,0.0252,2.52
KONSTALI HELSENOR AS,2022,HAUGESUND,10933549,39603686,0.2761,27.61
CENTRIC CARE AS,2022,HAUGESUND,10101231,39603686,0.2551,25.51
DEDICARE AS,2022,HAUGESUND,5103568,39603686,0.1289,12.89
ECURA CARE AS,2022,HAUGESUND,3789818,39603686,0.0957,9.57
SEIE AS,2022,HAUGESUND,3240690,39603686,0.0818,8.18
NORDIC CARE AS,2022,HAUGESUND,2533431,39603686,0.064,6.4
RANDSTAD CARE AS,2022,HAUGESUND,1981546,39603686,0.05,5
PACURAMED AS,2022,HAUGESUND,872622,39603686,0.022,2.2
WORKNORWAY GROUP AS,2022,HAUGESUND,399730,39603686,0.0101,1.01
DEDICARE DOCTOR AS,2022,HAUGESUND,382500,39603686,0.0097,0.97
PERSONALHUSET STAFFING GROUP AS,2022,HAUGESUND,265001,39603686,0.0067,0.67
FOCUS CARE NORGE AS,2022,HEIM,6706483,11237476,0.5968,59.68
BONLIVA AS,2022,HEIM,4172093,11237476,0.3713,37.13
ECURA CARE AS,2022,HEIM,358900,11237476,0.0319,3.19
DEDICARE DOCTOR AS,2022,HEMNES,6205774,9871228,0.6287,62.87
VIKAR HOUSE AS,2022,HEMNES,2390471,9871228,0.2422,24.22
EMPLOI HELSE AS,2022,HEMNES,834461,9871228,0.0845,8.45
ECURA CARE AS,2022,HEMNES,322366,9871228,0.0327,3.27
NORDIC NURSE AS,2022,HEMNES,118156,9871228,0.012,1.2
VIKTEAM LÆGEVIKARBUREAU,2022,HERØY,5784084,10061354,0.5749,57.49
EMPLOI HELSE AS,2022,HERØY,2680401,10061354,0.2664,26.64
KONSTALI HELSENOR AS,2022,HERØY,1130506,10061354,0.1124,11.24
SEIE AS,2022,HERØY,205857,10061354,0.0205,2.05
ADECCO NORGE AS,2022,HERØY,167420,10061354,0.0166,1.66
DEDICARE AS,2022,HERØY,66770,10061354,0.0066,0.66
SPARTACUS HELSE AS,2022,HERØY,26316,10061354,0.0026,0.26
ECURA CARE AS,2022,HITRA,4881581,6367425,0.7666,76.66
DEDICARE AS,2022,HITRA,1259019,6367425,0.1977,19.77
BONLIVA AS,2022,HITRA,172790,6367425,0.0271,2.71
INN PÅ TUNET NORGE SA,2022,HITRA,54035,6367425,0.0085,0.85
NORDISK VÅRDINSATS AS,2022,HJARTDAL,551067,1027074,0.5365,53.65
CENTRIC CARE AS,2022,HJARTDAL,312885,1027074,0.3046,30.46
RANDSTAD CARE AS,2022,HJARTDAL,148530,1027074,0.1446,14.46
DEDICARE AS,2022,HJARTDAL,14592,1027074,0.0142,1.42
SEIE AS,2022,HJELMELAND,3546919,3747354,0.9465,94.65
RANDSTAD CARE AS,2022,HJELMELAND,200435,3747354,0.0535,5.35
ECURA CARE AS,2022,HOL,14766952,32232305,0.4581,45.81
DEDICARE AS,2022,HOL,8882831,32232305,0.2756,27.56
CENTRIC CARE AS,2022,HOL,3940953,32232305,0.1223,12.23
RANDSTAD CARE AS,2022,HOL,3011712,32232305,0.0934,9.34
DEDICARE DOCTOR AS,2022,HOL,1103272,32232305,0.0342,3.42
VIKAR I NORGE AS,2022,HOL,355827,32232305,0.011,1.1
HELSE PERSONAL AS,2022,HOL,170758,32232305,0.0053,0.53
DEDICARE AS,2022,HOLE,8589,8589,1,100
KOOPERATIV BEMANNING AS,2022,HOLMESTRAND,447144,1025737,0.4359,43.59
DEDICARE AS,2022,HOLMESTRAND,228121,1025737,0.2224,22.24
